1;arms_factory;2944.00;9.60;1368.00;3.97;0
1;arms_factory;2948.00;9.60;1361.00;0.35;0
1;arms_factory;2948.00;9.60;1361.00;3.37;0
1;arms_factory;2949.00;9.60;1363.00;6.04;0
1;arms_factory;2951.00;9.60;1356.00;2.42;0
1;arms_factory;2951.00;9.60;1356.00;0.26;0
1;industrial_complex;2950.00;9.60;1369.00;0.36;0
1;industrial_complex;2953.00;9.60;1370.00;4.48;0
1;industrial_complex;2948.00;9.60;1368.00;0.86;0
1;industrial_complex;2944.00;9.60;1361.00;3.88;0
1;industrial_complex;2950.00;9.60;1362.00;5.09;0
1;industrial_complex;2945.00;9.60;1364.00;2.93;0
1;air_base;2945.00;9.60;1364.00;5.59;0
1;naval_base;2946.00;9.50;1352.00;-0.59;8895
1;naval_base;2943.00;9.50;1362.00;-1.57;8918
1;naval_base;2954.00;9.60;1370.00;1.57;5579
1;bunker;2944.00;9.60;1369.00;4.04;0
1;bunker;2949.00;9.60;1370.00;5.60;0
1;bunker;2949.00;9.60;1357.00;3.44;0
1;coastal_bunker;2942.00;9.50;1356.00;-0.59;0
1;coastal_bunker;2955.00;9.60;1365.00;1.57;0
1;coastal_bunker;2943.00;9.60;1371.00;-2.82;0
1;dockyard;2946.00;9.50;1353.00;-0.59;0
1;anti_air_building;2953.00;9.60;1370.00;3.09;0
1;anti_air_building;2953.00;9.60;1370.00;6.11;0
1;anti_air_building;2948.00;9.60;1368.00;3.95;0
1;synthetic_refinery;2951.00;9.60;1362.00;5.16;0
1;fuel_silo;2951.00;9.60;1362.00;3.00;0
1;radar_station;2948.00;9.60;1365.00;4.72;0
1;rocket_site;2946.00;9.60;1365.00;0.94;0
1;nuclear_reactor;2948.00;9.60;1357.00;3.60;0
2;arms_factory;3008.00;9.75;1356.00;3.37;0
2;arms_factory;2990.00;9.60;1368.00;6.04;0
2;arms_factory;2990.00;9.60;1365.00;2.42;0
2;arms_factory;3000.00;9.60;1360.00;0.26;0
2;arms_factory;3003.00;9.60;1354.00;0.36;0
2;arms_factory;3007.00;10.23;1364.00;4.48;0
2;industrial_complex;3008.00;10.07;1360.00;0.86;0
2;industrial_complex;3003.00;9.60;1358.00;3.88;0
2;industrial_complex;3021.00;9.78;1352.00;5.09;0
2;industrial_complex;3008.00;9.60;1351.00;2.93;0
2;industrial_complex;3019.00;9.68;1350.00;5.59;0
2;industrial_complex;3008.00;11.18;1372.00;0.87;0
2;air_base;3010.00;9.82;1357.00;4.99;0
2;naval_base;3010.00;9.50;1348.00;-0.98;5656
2;naval_base;3002.00;9.50;1353.00;-0.79;5656
2;naval_base;2994.00;9.50;1361.00;-0.32;5656
2;naval_base;2989.00;9.50;1365.00;-0.64;5579
2;naval_base;3016.00;9.50;1347.00;0.32;1452
2;bunker;2995.00;9.60;1362.00;2.48;0
2;bunker;3002.00;9.60;1355.00;4.05;0
2;bunker;2993.00;9.60;1370.00;0.43;0
2;bunker;3019.00;9.62;1351.00;3.09;0
2;bunker;3004.00;9.93;1366.00;6.11;0
2;bunker;3011.00;10.48;1359.00;3.95;0
2;bunker;3011.00;9.65;1351.00;5.16;0
2;bunker;3006.00;9.80;1360.00;3.00;0
2;bunker;3017.00;9.93;1355.00;4.56;0
2;bunker;2999.00;9.60;1360.00;0.94;0
2;coastal_bunker;2995.00;9.50;1360.00;-0.32;0
2;coastal_bunker;3000.00;9.50;1355.00;-0.79;0
2;coastal_bunker;2990.00;9.50;1362.00;0.00;0
2;coastal_bunker;3021.00;9.50;1347.00;0.32;0
2;coastal_bunker;3007.00;9.50;1351.00;-0.98;0
2;dockyard;2993.00;9.50;1361.00;-0.32;0
2;anti_air_building;3008.00;9.98;1359.00;1.45;0
2;anti_air_building;3017.00;9.75;1354.00;4.11;0
2;anti_air_building;3020.00;9.62;1351.00;0.50;0
2;synthetic_refinery;3003.00;9.60;1359.00;2.05;0
2;fuel_silo;3021.00;9.70;1349.00;6.18;0
2;radar_station;3005.00;9.78;1362.00;3.43;0
2;rocket_site;3016.00;10.23;1356.00;5.22;0
2;nuclear_reactor;2990.00;9.60;1369.00;0.50;0
3;arms_factory;2907.00;9.60;1448.00;2.42;0
3;arms_factory;2912.00;10.00;1452.00;0.26;0
3;arms_factory;2918.00;11.68;1461.00;0.36;0
3;arms_factory;2914.00;9.50;1445.00;4.48;0
3;arms_factory;2910.00;9.90;1452.00;0.86;0
3;arms_factory;2921.00;10.73;1460.00;3.88;0
3;industrial_complex;2916.00;10.40;1443.00;5.09;0
3;industrial_complex;2913.00;9.98;1451.00;2.93;0
3;industrial_complex;2908.00;10.20;1453.00;5.59;0
3;industrial_complex;2911.00;10.32;1456.00;0.87;0
3;industrial_complex;2917.00;11.57;1462.00;4.99;0
3;industrial_complex;2909.00;9.93;1452.00;1.38;0
3;air_base;2909.00;10.62;1455.00;4.04;0
3;bunker;2918.00;11.68;1461.00;5.60;0
3;bunker;2909.00;10.07;1454.00;3.44;0
3;bunker;2916.00;10.32;1446.00;4.64;0
3;bunker;2904.00;9.93;1448.00;2.48;0
3;anti_air_building;2908.00;9.85;1451.00;4.05;0
3;anti_air_building;2916.00;11.23;1459.00;0.43;0
3;anti_air_building;2919.00;11.20;1460.00;3.09;0
3;synthetic_refinery;2914.00;9.95;1449.00;6.11;0
3;fuel_silo;2913.00;10.30;1457.00;3.95;0
3;radar_station;2912.00;9.70;1453.00;0.31;0
3;rocket_site;2912.00;9.82;1449.00;3.00;0
3;nuclear_reactor;2905.00;9.95;1449.00;4.56;0
4;arms_factory;3058.00;10.60;1478.00;0.36;0
4;arms_factory;3034.00;11.43;1487.00;4.48;0
4;arms_factory;3049.00;10.38;1481.00;0.86;0
4;arms_factory;3041.00;11.30;1488.00;3.88;0
4;arms_factory;3046.00;10.32;1480.00;5.09;0
4;arms_factory;3055.00;11.98;1469.00;2.93;0
